publication_id,title,publication_year,publication_type,venue,doi,publication_url,openalex_work_id,cited_by_count,is_open_access,oa_status,source_name,abstract,abstract_len,venue_name,venue_type,language,topic_1,topic_1_score,topic_2,topic_3,subfield,field,domain,topics_all,keywords,concepts,author_institutions,institution_countries,n_authors,referenced_works_count,oa_url,has_rvce_author,is_recent,attribution_confidence
W2743114338,Virtual Supercomputer Using Volunteer Computing,2017,book-chapter,Advances in computer and electrical engineering book series,10.4018/978-1-5225-2785-5.ch004,https://doi.org/10.4018/978-1-5225-2785-5.ch004,https://openalex.org/W2743114338,0,False,closed,OpenAlex,"Invention of new computing techniques like cloud and grid computing has reduced the cost of computations by resource sharing. Yet, many applications have not moved completely into these new technologies mainly because of the unwillingness of the scientists to share the data over internet for security reasons. Applications such as Next Generation Sequencing (NGS) require high processing power to process and analyze genomic data of the order of petabytes. Cloud computing techniques to process this large datasets could be used which involves moving data to third party distributed system to reduce computing cost, but this might lead to security concerns. These issues are resolved by using a new distributed architecture for De novo assembly using volunteer computing paradigm. The cost of computation is reduced by around 90% by using volunteer computing and resource utilization is increased from 80% to 90%, it is secure as computation can be done locally within the organization and is scalable.",1003,Advances in computer and electrical engineering book series,book series,en,Distributed and Parallel Computing Systems,0.9996,Cloud Computing and Resource Management,Peer-to-Peer Network Technologies,Computer Networks and Communications,Computer Science,Physical Sciences,Distributed and Parallel Computing Systems; Cloud Computing and Resource Management; Peer-to-Peer Network Technologies,Cloud computing; Computer science; Grid computing; Distributed computing; Petabyte; Scalability; Supercomputer; Fabric computing; Utility computing; Computation; Virtualization; Resource (disambiguation); Process (computing); Cloud computing security; Big data; Grid; Computer network; Parallel computing; Operating system,Cloud computing; Computer science; Grid computing; Distributed computing; Petabyte; Scalability; Supercomputer; Fabric computing; Utility computing; Computation; Virtualization; Resource (disambiguation); Process (computing); Cloud computing security; Big data; Grid,R.V. College of Engineering; Tata Technologies (India),IN,3,32,,True,False,high
W2564035955,Design of architecture for monitoring virtual machine parameters,2016,conference-paper,,10.1109/csitss.2016.7779407,https://doi.org/10.1109/csitss.2016.7779407,https://openalex.org/W2564035955,0,False,closed,OpenAlex,Virtualization technology is being used widely into all computing and storage datacenters. These datacenters use hypervisor and VMs as their foundation. To monitor them it is required to understand what activities are going on inside them. To monitor the virtualization stack is a very challenging task and efficient automated tool is required for this purpose. The parameters of ESX hypervisor and Virtual Machines are to be monitored. The results of monitoring the Virtual Machines enable the user to easily understand what's occurring inside them. This reduces the deep analysis that needs to be done for the results obtained from traditional way of gathering information. The architecture designed presents the result in an efficient manner and is user-friendly.,766,,,en,Advanced Malware Detection Techniques,0.9991,Network Security and Intrusion Detection,Security and Verification in Computing,Signal Processing,Computer Science,Physical Sciences,Advanced Malware Detection Techniques; Network Security and Intrusion Detection; Security and Verification in Computing,Hypervisor; Virtualization; Computer science; Virtual machine; Operating system; Full virtualization; Task (project management); Architecture; Embedded system; Hardware virtualization; Stack (abstract data type); Cloud computing; Engineering; Systems engineering,Hypervisor; Virtualization; Computer science; Virtual machine; Operating system; Full virtualization; Task (project management); Architecture; Embedded system; Hardware virtualization; Stack (abstract data type),R.V. College of Engineering,,2,7,,True,False,high
W2561454478,Enhanced AODV Multipath routing based on node location,2016,conference-paper,,10.1109/csitss.2016.7779415,https://doi.org/10.1109/csitss.2016.7779415,https://openalex.org/W2561454478,2,False,closed,OpenAlex,"The pervasive use of mobile handheld devices popularize Mobile Ad Hoc Network which do not require wired infrastructure for communication. Retaining energy of the network requires QoS routing. The process of flooding route request packets while establishing path is inevitable and it consumes lot of network resources. On Demand Multipath routing is the most promising technique in MANETs. The proposed method finds efficient and stable routes by considering two parameters geographical position and energy of nodes. It reduces the number of Route Request Packets flooded for establishing routes by having multiple routes. Destination node receives many Route Request messages and replies back with Route Replies. The source selects multiple paths. Data transfer starts with one path and then switch to other paths. This method shows better performance in terms of throughput, routing load and network lifetime. The results shows that there is increase in throughput by 25% to 30%, routing load is decreased by 10% to 15% and network lifetime increased by about 10% to 12%.",1073,,,en,Mobile Ad Hoc Networks,0.9999,Energy Efficient Wireless Sensor Networks,Opportunistic and Delay-Tolerant Networks,Computer Networks and Communications,Computer Science,Physical Sciences,Mobile Ad Hoc Networks; Energy Efficient Wireless Sensor Networks; Opportunistic and Delay-Tolerant Networks,Computer network; Computer science; Multipath routing; Network packet; Throughput; Flooding (psychology); Dynamic Source Routing; Routing protocol; Geographic routing; Mobile ad hoc network; Node (physics); Ad hoc On-Demand Distance Vector Routing; Distributed computing; Wireless; Engineering; Telecommunications,Computer network; Computer science; Multipath routing; Network packet; Throughput; Flooding (psychology); Dynamic Source Routing; Routing protocol; Geographic routing; Mobile ad hoc network; Node (physics); Ad hoc On-Demand Distance Vector Routing; Distributed computing,Global Academy of Technology; R.V. College of Engineering,,2,13,,True,False,high
W2416699615,A Comprehensive Survey on Centroid Selection Strategies for Distributed K-means Clustering Algorithm,2015,article,International Journal of Computer Applications,10.5120/ijca2015905919,https://doi.org/10.5120/ijca2015905919,https://openalex.org/W2416699615,6,True,bronze,OpenAlex,"Extremely large data sets often known as ""Big Data"" are analyzed for interesting patterns, trends, and associations, especially those relating to human behavior and interactions. Extraction of meaningful and useful information needs to be done in parallel using advanced clustering algorithms. In this paper, effort has been made to tweak in changes to the existing K-means algorithm so as to work in parallel using MapReduce paradigm. K-means due to its gradient descent nature is highly sensitive to the initial placement of the cluster centers. This random initialization of cluster centers results in empty clusters and slower convergence. In this paper, an overview of existing methods with emphasis on computational efficiency is presented. Comparison of three well known linear time complexity initialization methods has been presented here. These methods are analyzed on two different data sets. The experimental results are recorded and presented with insights on different initialization methods for practitioners.",1024,International Journal of Computer Applications,journal,en,Data Stream Mining Techniques,0.9984,Advanced Clustering Algorithms Research,Face and Expression Recognition,Artificial Intelligence,Computer Science,Physical Sciences,Data Stream Mining Techniques; Advanced Clustering Algorithms Research; Face and Expression Recognition,Computer science; k-means clustering; Cluster analysis; Centroid; Selection (genetic algorithm); Data mining; Machine learning; Artificial intelligence,Computer science; k-means clustering; Cluster analysis; Centroid; Selection (genetic algorithm); Data mining,R.V. College of Engineering,,3,19,https://doi.org/10.5120/ijca2015905919,True,False,high
W2344384003,A MapReduce framework to implement enhanced K-means algorithm,2015,conference-paper,,10.1109/icatcct.2015.7456910,https://doi.org/10.1109/icatcct.2015.7456910,https://openalex.org/W2344384003,6,False,closed,OpenAlex,"Data clustering forms a major part of an important aspect of big data analytics. Data Clustering helps to categorize the data, which further leads to recognize hidden patterns. K-means is one such clustering algorithm which is well known for its simple computation and also the capability of being executed in parallel. Big data analytics requires distributed computing which can be achieved using MapReduce technique. In this paper, enhanced K-means algorithm has been implemented using MapReduce technique which comes with Hadoop platform. The enhanced K-means algorithm is efficient compared to traditional K-means algorithm as it selects the initial centroids of cluster by averaging the data points, rather than random selection of centroids for initial computations as being done in traditional K-means algorithm. The enhanced K-means algorithm achieves better accuracy in cluster formation than traditional K-means.",922,,,en,Advanced Clustering Algorithms Research,0.9957,Data Stream Mining Techniques,Data Mining Algorithms and Applications,Artificial Intelligence,Computer Science,Physical Sciences,Advanced Clustering Algorithms Research; Data Stream Mining Techniques; Data Mining Algorithms and Applications,Computer science; Cluster analysis; Big data; Computation; Centroid; Data mining; Algorithm; Cluster (spacecraft); CURE data clustering algorithm; Algorithm design; Analytics; Correlation clustering; Machine learning; Artificial intelligence,Computer science; Cluster analysis; Big data; Computation; Centroid; Data mining; Algorithm; Cluster (spacecraft); CURE data clustering algorithm; Algorithm design; Analytics,,,2,15,,False,False,medium
W2305454765,A NOVEL PACKET CLASSIFICATION TECHNIQUE FOR VOIP CANDIDATURE IN DEEP PACKET INSPECTION,2015,article,IJITR,,https://www.ijitr.com/index.php/ojs/article/view/561/pdf,https://openalex.org/W2305454765,0,False,closed,OpenAlex,"Voice over Internet telephony (VoIP) is extremely pervasive today. Its cheap availability and ease of setup has made the serial harassers, criminals and even terrorists to use it for illegal activities. This makes VoIP subject to surveillance by Law Enforcement Agencies (LEAs). It has been observed that governments, in the solemn interest of national security, request companies like Skype, Google and others to hand over content of communications between suspected criminals. Seeing a business opportunity, the companies charge exorbitantly for retrieval thus costing the exchequer. Unlike any mechanisms of lawful interception which allow for an asymmetric and unsustainable monopoly, this paper proposes hidden placement of hardware network analyzers to perform deep packet inspection for  network traffic payloads and intercepting them before they reach the voice service provider by performing packet classification in constant time using a Frame Check Sequence based classification technique as opposed to existing layer-by-layer techniques for determining packets as candidates for Deep Packet Inspection.",1114,IJITR,journal,en,Internet Traffic Analysis and Secure E-voting,1.0,Network Security and Intrusion Detection,Network Packet Processing and Optimization,Artificial Intelligence,Computer Science,Physical Sciences,Internet Traffic Analysis and Secure E-voting; Network Security and Intrusion Detection; Network Packet Processing and Optimization,Voice over IP; Deep packet inspection; Computer science; Network packet; Computer security; Enforcement; Frame (networking); Computer network; Law enforcement; Telecommunications; The Internet; World Wide Web; Law,Voice over IP; Deep packet inspection; Computer science; Network packet; Computer security; Enforcement; Frame (networking); Computer network; Law enforcement; Telecommunications; The Internet,,,3,9,,False,False,medium
W1561704778,Improved AODV with restricted route discovery area,2015,conference-paper,,10.1109/iccci.2015.7218065,https://doi.org/10.1109/iccci.2015.7218065,https://openalex.org/W1561704778,7,False,closed,OpenAlex,"Mobile Ad Hoc Network [MANET] is a network that changes location and organize itself on the fly. The low resource availability demands efficient utilization and motivates optimal routing. This paper introduces an Improved AODV (I-AODV) protocol which considers the location and energy of nodes. Route discovery area is restricted based on the source and destination location. The nodes lying in this region are considered for routing. In the proposed method one hop communication takes place when the two nodes lie in the communicating range of each other. If the communicating nodes are far away then the intermediate nodes lying within the 75% communication range of source and having the distance between the selected intermediate node and destination less than other intermediate nodes distance with destination node are selected. The selected intermediate node is also checked for having energy greater than threshold energy which increases the lifetime of the path. Nodes involved in one communication session are not involved in other communication session, since participation of a node in more than one session will drain out energy soon leading to path break. The other nodes out of region do not participate in the routing process. The basic AODV protocol is compared with the proposed Improved-AODV (I-AODV) protocol considering the three metrics: packet delivery ratio, routing overhead & control overhead and energy consumption. The simulation results show that there is an average improvement of 6.72 times in packet delivery ratio, an average improvement of 1.58 times on routing and control overhead and 14.67 times of average reduction in terms of energy consumption with respect to basic AODV protocol.",1721,,,en,Mobile Ad Hoc Networks,1.0,Opportunistic and Delay-Tolerant Networks,Energy Efficient Wireless Sensor Networks,Computer Networks and Communications,Computer Science,Physical Sciences,Mobile Ad Hoc Networks; Opportunistic and Delay-Tolerant Networks; Energy Efficient Wireless Sensor Networks,Computer network; Computer science; Ad hoc On-Demand Distance Vector Routing; Routing protocol; Dynamic Source Routing; Network packet; Overhead (engineering); Node (physics); Distributed computing; Engineering,Computer network; Computer science; Ad hoc On-Demand Distance Vector Routing; Routing protocol; Dynamic Source Routing; Network packet; Overhead (engineering); Node (physics); Distributed computing,Global Academy of Technology,,2,16,,False,False,medium
W1552200170,SQLI detection system for a safer web application,2015,conference-paper,,10.1109/iadcc.2015.7154705,https://doi.org/10.1109/iadcc.2015.7154705,https://openalex.org/W1552200170,14,False,closed,OpenAlex,"SQL Injection (SQLI) is a quotidian phenomenon in the field of network security. It is a potent and effective way of intruding into secured databases thereby jeopardizing the confidentiality, integrity and availability of information in them. SQL Injection works by inserting malicious queries into legal queries thereby rendering it increasingly arduous for most detection systems to be able to discern its occurrence. Hence, the need of the hour is to build a coherent and a smart SQL Injection detection system to make web applications safer and thus, more reliable. Unlike a great majority of current detection tools and systems that are deployed at a region between the web server and the database server, the proposed system is deployed between client and the web server, thereby shielding the web server from the inimical impacts of the attack. This approach is nascent and efficient in terms of detection, ranking and notification of the attack designed using pattern matching algorithm based on the concept of hashing.",1027,,,en,Web Application Security Vulnerabilities,0.9999,Network Security and Intrusion Detection,Advanced Malware Detection Techniques,Information Systems,Computer Science,Physical Sciences,Web Application Security Vulnerabilities; Network Security and Intrusion Detection; Advanced Malware Detection Techniques,Computer science; SQL injection; SAFER; Web server; Web application; SQL; Database; Computer security; The Internet; World Wide Web; Query by Example; Search engine; Web search query,Computer science; SQL injection; SAFER; Web server; Web application; SQL; Database; Computer security; The Internet; World Wide Web,R.V. College of Engineering,,5,21,,True,False,high
W2534343844,A collaborative filtering recommendation engine in a distributed environment,2014,conference-paper,,10.1109/ic3i.2014.7019592,https://doi.org/10.1109/ic3i.2014.7019592,https://openalex.org/W2534343844,19,False,closed,OpenAlex,"The tremendous increase in information available over the Internet has created a challenge in searching of useful information, therefore intelligent approaches are needed to provide users to efficiently locate and retrieve information from the Web. In recent times recommender systems, recommend everything from movies, books, music, restaurant, news to jokes. Collaborative filtering (CF) algorithms are one of the most successful recommendation techniques which present information on items and products that are according to user's interest. There are two methods in CF, user-based CF and item-based CF. Former finds a certain user's interests by finding other users who have similar interests whereas item based CF looks into a set of items rated by all users and computes how similar they are to the target item under recommendation. This paper aims to develop a model by splitting the costly computations in CF algorithms into three Map-Reduce phases. Further, each of these phases can be executed independently on different nodes in parallel. To compute the similarity, the Pearson correlation algorithm is used, which measures the how two items linearly relate to each other, giving a value between -1 and +1 inclusive. In addition, this paper compares the implementation of item based and user based CF algorithm on map-reduce framework. Experimental results showed that the running time of the algorithm improves by approximately 30% with every addition of a node, into a Hadoop cluster. However, item-based CF showed better scalability than user-based CF.",1566,,,en,Recommender Systems and Techniques,0.9999,Caching and Content Delivery,Image and Video Quality Assessment,Information Systems,Computer Science,Physical Sciences,Recommender Systems and Techniques; Caching and Content Delivery; Image and Video Quality Assessment,Collaborative filtering; Computer science; Recommender system; Scalability; Similarity (geometry); Information retrieval; Set (abstract data type); Node (physics); The Internet; Filter (signal processing); Information filtering system; Computation; Data mining; World Wide Web; Algorithm; Artificial intelligence; Database,Collaborative filtering; Computer science; Recommender system; Scalability; Similarity (geometry); Information retrieval; Set (abstract data type); Node (physics); The Internet; Filter (signal processing); Information filtering system; Computation; Data mining; World Wide Web,R.V. College of Engineering,,3,14,,True,False,high
W2078161297,A novel approach to implement a shop bot on distributed web crawler,2014,conference-paper,,10.1109/iadcc.2014.6779439,https://doi.org/10.1109/iadcc.2014.6779439,https://openalex.org/W2078161297,2,False,closed,OpenAlex,"Shopping Agent is a kind of Web application software that, when queried by the customer, provides him/her with the consolidated list of the information about all the retail products relating to a query from various e-commerce sites and resources. This helps customers to decide on the best site that provides nearest, cheapest and most reliable product that they desire to buy. This paper aims to develop a distributed crawler to help on-line shoppers to compare the prices of the requested products from different vendors and get the best deal at one place. The crawling usually consumes large set of computer resources to process the vast amount of data in fat e-commerce servers in a real world scenario. So the alternative way is to use map-reduce paradigm to process large amount of data by forming Hadoop cluster of cheap commodity hardware. Therefore, this paper describes implementation of a shopping agent on a distributed web crawler using map-Reduce paradigm to crawl the web pages.",993,,,en,Web Data Mining and Analysis,0.9976,Peer-to-Peer Network Technologies,Caching and Content Delivery,Information Systems,Computer Science,Physical Sciences,Web Data Mining and Analysis; Peer-to-Peer Network Technologies; Caching and Content Delivery,Web crawler; Computer science; Crawling; Server; Process (computing); World Wide Web; Focused crawler; Product (mathematics); Web page; Set (abstract data type); Commodity; Web server; Software; E-commerce; Database; Web navigation; Static web page; The Internet; Operating system,Web crawler; Computer science; Crawling; Server; Process (computing); World Wide Web; Focused crawler; Product (mathematics); Web page; Set (abstract data type); Commodity; Web server; Software; E-commerce; Database,R.V. College of Engineering,,2,9,,True,False,high
W2626773847,De Novo Assembly in Your Own Lab: Virtual Supercomputer Using Volunteer Computing,2014,article,British Journal of Research,,https://www.imedpub.com/articles/de-novo-assembly-in-your-own-lab-virtual-supercomputer-using-volunteer-computing.pdf,https://openalex.org/W2626773847,0,False,closed,OpenAlex,"Invention of new computing techniques like cloud and grid computing has reduced the cost of
 computation by optimal resource sharing. Yet, many applications are not moved completely into
 these new technologies mainly because of the unwillingness of the scientists to share the data
 over internet for security reasons. Even though cost of the hardware has been reduced drastically
 few applications require high processing power to process or analyze huge scientific data. Also
 due to high cost required to acquire compute resources many of the scientific applications are yet
 to materialize completely. One such application is next generation sequencing (NGS) which will
 have to deal with Terabytes of genome data, which will require high computation power. Hence
 a super computer is required to efficiently process data.
In this paper, the use of Berkeley Open Infrastructure for Network Computing (BOINC) open
 source grid middleware has been proposed to enable de novo assembly using a cluster of desktop
 machines in master and volunteer paradigm. The paradigm can be set up in normal computer
 laboratories which eliminate both the bandwidth and security concerns of using cloud and grid
 computing methods over the Internet. This paradigm creates a virtual super computer in
 laboratories to process data.",1331,British Journal of Research,journal,en,Distributed and Parallel Computing Systems,0.9993,Scientific Computing and Data Management,Peer-to-Peer Network Technologies,Computer Networks and Communications,Computer Science,Physical Sciences,Distributed and Parallel Computing Systems; Scientific Computing and Data Management; Peer-to-Peer Network Technologies,Computer science; Cloud computing; Grid computing; Supercomputer; Terabyte; Distributed computing; Utility computing; Petabyte; Process (computing); Grid; The Internet; Operating system; Big data; Cloud computing security,Computer science; Cloud computing; Grid computing; Supercomputer; Terabyte; Distributed computing; Utility computing; Petabyte; Process (computing); Grid; The Internet; Operating system,,,3,0,,False,False,medium
W1979768461,Multidimensional Canopy Clustering on Iterative MapReduce Framework Using Elefig Tool,2014,article,IETE Journal of Research,10.1080/03772063.2014.988760,https://doi.org/10.1080/03772063.2014.988760,https://openalex.org/W1979768461,7,False,closed,OpenAlex,"A number of applications today deal with the processing and analysis of Big Data. As the size of the data increases, it becomes important to process it to reveal many new and interesting patterns. One such task of processing huge data is to group records into logical clusters. Most of the clustering algorithms are iterative in nature. Hence, these clustering algorithms exceptionally outperform if modelled using iterative distributed framework like Twister. Here, a canopy clustering algorithm was modelled as a series of MapReduce jobs. Once the overlapping canopies are generated, k-means clustering is applied to form actual clusters. A comparative study was performed on the variants of MapReduce framework like Twister and Hadoop. Experimental results show that, even for a large number of data points, the implementation of canopy clustering on Twister was more than three times as fast as its implementation on Hadoop. The speedup of canopy clustering using Twister was considerable – more than 24 times faster as compared to the implementation of a k-means algorithm on Hadoop. In addition to this, a new tool called Elefig is designed to facilitate the master node to automatically find the location of slave nodes in a Hadoop cluster. Without Elefig tool, one has to manually fix the problem by updating the hosts file on each node of the cluster whenever cluster is booted up.",1390,IETE Journal of Research,journal,en,Cloud Computing and Resource Management,0.9992,Graph Theory and Algorithms,Advanced Data Storage Technologies,Information Systems,Computer Science,Physical Sciences,Cloud Computing and Resource Management; Graph Theory and Algorithms; Advanced Data Storage Technologies,Cluster analysis; Computer science; Node (physics); Speedup; Data mining; Process (computing); Cluster (spacecraft); Big data; Parallel computing; Artificial intelligence; Operating system; Engineering,Cluster analysis; Computer science; Node (physics); Speedup; Data mining; Process (computing); Cluster (spacecraft); Big data; Parallel computing,R.V. College of Engineering,,5,11,,True,False,high
W2152711758,Simulation based Comparative Study of MANET Routing Protocols,2014,article,International Journal of Computer Applications,10.5120/16096-5412,https://doi.org/10.5120/16096-5412,https://openalex.org/W2152711758,3,True,bronze,OpenAlex,"Mobile Adhoc Networks (MANET) is an infrastructure less mobile network where the nodes communicate with each other inspite of frequent changes in network topology due to mobility, interference and highly error prone environment. Each node operates not only as an end system but also as a router to forward packets. The nodes are liberated to travel and systematize themselves into a network. The vision of mobile adhoc networking is to support robust and efficient operation in mobile wireless networks by incorporating routing functionality into mobile nodes. This paper analyzes the performance of three routing protocols AODV, DSR, DSDV based on Packet Delivery ratio, Packet drop, Energy Consumed, Control overhead and routing overhead using the Discrete Event ]. The results show that the performance of AODV and DSR is better than DSDV.",842,International Journal of Computer Applications,journal,en,Mobile Ad Hoc Networks,0.9996,Opportunistic and Delay-Tolerant Networks,Cooperative Communication and Network Coding,Computer Networks and Communications,Computer Science,Physical Sciences,Mobile Ad Hoc Networks; Opportunistic and Delay-Tolerant Networks; Cooperative Communication and Network Coding,Computer science; Mobile ad hoc network; Routing protocol; Computer network; Routing (electronic design automation),Computer science; Mobile ad hoc network; Routing protocol; Computer network; Routing (electronic design automation),Global Academy of Technology,,2,6,https://doi.org/10.5120/16096-5412,False,False,medium
W2184016349,Analysis and Verification of Video Summarization using Shot Boundary Detection,2013,article,,,http://iasir.net/AIJRSTEMpapers/AIJRSTEM13-218.pdf,https://openalex.org/W2184016349,6,False,closed,OpenAlex,"The digital storage in this technology world has played a major role in all most all of our routine applications. It contains a large amount of data including videos, extracted features, alerts, statistics etc. Designing systems to manage this extensive data and make it easily accessible for query and search is a very challenging and potentially rewarding problem. However, the vast majority of research in video indexing has taken place in the field of multimedia, in particular for authored or produced video such as news or movies, and spontaneous and broadcast video such as sporting events.This paper mainly focuses on the analyis of the video using the shot boundary detection methods. Shot boundary detection is the fundamental step in the content based video analysis. It is even a major research issue, since this has been used as an important parameter in the video retrieval process.The analysis in this paper contains two different methods, 1. Block based Histogram difference and 2. Block based Euclidean distance difference for varying block sizes. The results show that as the block size increases the Histogram method performs better. But, block size does not impact performance in Euclidean distance method. Overall results are better in Euclidean distance method than the Histogram method.",1309,,,en,Video Analysis and Summarization,1.0,Music and Audio Processing,Video Coding and Compression Technologies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,Video Analysis and Summarization; Music and Audio Processing; Video Coding and Compression Technologies,Automatic summarization; Histogram; Computer science; Block (permutation group theory); Shot (pellet); Search engine indexing; Video content analysis; Euclidean distance; Block size; Artificial intelligence; Euclidean geometry; Video tracking; Computer vision; Video processing; Key (lock); Image (mathematics); Mathematics,Automatic summarization; Histogram; Computer science; Block (permutation group theory); Shot (pellet); Search engine indexing; Video content analysis; Euclidean distance; Block size; Artificial intelligence; Euclidean geometry; Video tracking; Computer vision; Video processing,,,2,6,,False,False,medium
W2042073935,Classification and indexing in highway traffic videos,2013,conference-paper,,10.1109/ic3.2013.6612220,https://doi.org/10.1109/ic3.2013.6612220,https://openalex.org/W2042073935,0,False,closed,OpenAlex,"This paper involves object detection, object tracking and classification of objects, and indexing from vehicle surveillance videos automatically. The objects are detected using optical flow method and tracked using Kalman Filtering method. The objects extracted are classified using ten features including shape based features such as area, height, width, compactness factor, elongation factor, skewness, perimeter, orientation, aspect ratio and extent. A comparative analysis is presented in this paper for the classification of objects (car, truck, auto, human, motorcycle, none) based on Multi-class SVM (one vs. all), Back-propagation, and Adaptive Hierarchical Multi-class SVM (Support Vector Machine). The results obtained from the above methods have an accuracy of 92 percent for Multi-SVM (one vs. all), 87.8 percent for Adaptive Hierarchical Multi-class SVM, and 82 percent for back-propagation. Using the trained classifier obtained using Multi-class SVM (one vs. all), the objects are classified and counted in realtime. In addition, objects are automatically indexed using type of object, size, color and the portion of the video it appears in.",1156,,,en,Video Surveillance and Tracking Methods,0.9993,Vehicle License Plate Recognition,Advanced Image and Video Retrieval Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,Video Surveillance and Tracking Methods; Vehicle License Plate Recognition; Advanced Image and Video Retrieval Techniques,Support vector machine; Artificial intelligence; Computer science; Search engine indexing; Pattern recognition (psychology); Computer vision; Classifier (UML); Video tracking; Object detection; Ellipse; Feature extraction; Object (grammar); Mathematics,Support vector machine; Artificial intelligence; Computer science; Search engine indexing; Pattern recognition (psychology); Computer vision; Classifier (UML); Video tracking; Object detection; Ellipse; Feature extraction; Object (grammar),,,3,39,,False,False,medium
W2185374180,CONTENT BASED INDEXING AND RETRIEVAL FROM VEHICLE SURVEILLANCE VIDEOS USING GAUSSIAN MIXTURE MODEL,2013,article,,,http://iaeme.com/MasterAdmin/UploadFolder/CONTENT%20BASED%20INDEXING%20AND%20RETRIEVAL%20FROM%20VEHICLE%20SURVEILLANCE%20VIDEOS/CONTENT%20BASED%20INDEXING%20AND%20RETRIEVAL%20FROM%20VEHICLE%20SURVEILLANCE%20VIDEOS.pdf,https://openalex.org/W2185374180,0,False,closed,OpenAlex,"Visual vehicle surveillance is widely used and produces a huge amount of video data which are stored for future or immediate use. To find an interesting vehicle from these videos because of car crashes, illegal U-turns, speeding or anything that the user may be interested in, is a common case. This would be a very labour intensive process, if there is not an effective method for the indexing and retrieval of vehicles. In the proposed approach, a surveillance video from a highway is taken. Then shots are detected using colour histogram method. There are great redundancies among the frames in the same shot; therefore, key frame are extracted to avoid redundancy. After key frames are extracted from the input video, objects are detected and tracked (moving vehicles) using Gaussian Mixture Model (GMM). The proposed method extracts vehicles and classifies them based on area and colour. Unsupervised clustering is performed on the vehicles extracted using K-means and SOM (Self Organizing Map) algorithms. Clustering is done based on size (small, medium, large) and colour (red, white, grey) of the vehicles. Using the clustering results, a matching matrix is computed for these two clustering algorithms, with respect to the object tracking method. The proposed system gives an accuracy of up to 97% (with respect to size) and up to 94% (with respect to colour).",1369,,,en,Video Analysis and Summarization,0.9999,Video Surveillance and Tracking Methods,Advanced Image and Video Retrieval Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,Video Analysis and Summarization; Video Surveillance and Tracking Methods; Advanced Image and Video Retrieval Techniques,Computer science; Cluster analysis; Search engine indexing; Artificial intelligence; Mixture model; Histogram; Computer vision; Pattern recognition (psychology); Key (lock); Redundancy (engineering); Image (mathematics),Computer science; Cluster analysis; Search engine indexing; Artificial intelligence; Mixture model; Histogram; Computer vision; Pattern recognition (psychology); Key (lock); Redundancy (engineering),,,3,12,,False,False,medium
W2314060426,Efficient indexing over LCA methods,2013,conference-paper,,10.1049/cp.2013.2598,https://doi.org/10.1049/cp.2013.2598,https://openalex.org/W2314060426,0,False,closed,OpenAlex,"The rapid progress on network and storage technologies leads to huge amount of data, such as web page and XML data. As there is ever growing of semi structured data over web, there is a need of effective keyword search in order to fetch correct result. searching for information over XML database is done by constructing the query containing the keywords to be searched. The user may not aware of what exact keyword looking for, our proposed system takes partial data from user to generate exact keyword existing in the database. Trie structure is used to support the Auto completion feature. In this paper, first is to create indexing using Lucene Indexer for a given XML database, second is to search for keyword and to rank the search result, the Document ranker is used. This paper discusses a new indexing method to perform better searching so as those relevant results are retrieved.",889,,,en,Data Management and Algorithms,0.9922,Advanced Database Systems and Queries,Web Data Mining and Analysis,Signal Processing,Computer Science,Physical Sciences,Data Management and Algorithms; Advanced Database Systems and Queries; Web Data Mining and Analysis,Computer science; Information retrieval; Search engine indexing; XML database; XML; Keyword search; XPath; Search engine; Rank (graph theory); Trie; Database; Data mining; Data structure; World Wide Web,Computer science; Information retrieval; Search engine indexing; XML database; XML; Keyword search; XPath; Search engine; Rank (graph theory); Trie; Database; Data mining; Data structure,,,2,0,,False,False,medium
